Rk,Player,Pos,Age,Tm,G,MP,PER?,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Conference
130,Richard Washington\washiri01,PF,21,KCK,82,2265,14.2,0.467,,0.24600000000000002,8.9,23.6,16.0,5.4,1.3,2.2,,,0.3,3.0,3.2,0.068,-2.7,-0.8,-3.5,-0.9,West
131,Gus Williams\willigu01,PG,23,GSW,82,1930,14.2,0.49700000000000005,,0.214,3.7,8.5,6.1,19.6,2.8,0.5,,,1.6,1.9,3.6,0.08800000000000001,0.1,0.1,0.2,1.1,West
132,Joe Bryant\bryanjo01,PF,22,PHI,61,612,14.1,0.493,,0.292,7.8,11.2,9.6,11.0,2.6,1.1,,,0.3,0.8,1.2,0.09300000000000001,-1.7,-0.2,-1.9,0.0,East
133,Don Buse\busedo01,PG,26,IND,81,2947,14.1,0.46,,0.22699999999999998,2.1,6.9,4.4,29.0,4.3,0.3,,,1.5,3.1,4.7,0.076,-0.7,1.3,0.6,1.9,West
134,Darnell Hillman\hillmda01,C,27,IND,82,2302,14.1,0.479,,0.301,9.4,20.1,14.6,9.8,1.8,2.4,,,1.0,2.8,3.8,0.079,-1.2,1.2,0.0,1.2,West
135,Scott May\maysc01,SF,22,CHI,72,2369,14.1,0.498,,0.23800000000000002,6.1,13.2,9.6,9.6,1.6,0.4,,,2.6,2.9,5.4,0.11,-0.8,0.1,-0.7,0.8,West
136,Clifford Ray\raycl01,C,28,GSW,77,2018,14.1,0.5870000000000001,,0.442,9.9,20.9,15.4,6.8,1.6,2.1,,,3.0,2.7,5.7,0.136,-0.2,1.8,1.6,1.8,West
137,Charlie Scott*\scottch01,SG,28,BOS,43,1581,14.1,0.48200000000000004,,0.23600000000000002,3.3,8.6,5.9,18.6,1.7,0.4,,,0.8,1.7,2.5,0.075,0.2,0.0,0.2,0.9,East
138,Derrek Dickey\dickede01,PF,25,GSW,49,856,14.0,0.485,,0.177,11.7,16.6,14.2,9.7,1.0,0.7,,,0.9,0.8,1.7,0.09300000000000001,-0.8,-1.2,-2.0,0.0,West
139,Dave Meyers\meyerda01,PF,23,MIL,50,1262,14.0,0.519,,0.501,9.9,18.1,14.0,8.6,1.5,1.3,,,1.2,0.9,2.2,0.08199999999999999,-0.2,0.2,0.0,0.6,West
140,Phil Sellers\selleph01,SG,23,DET,44,329,14.0,0.447,,0.379,6.0,6.9,6.5,10.4,3.0,0.0,,,-0.3,0.2,0.0,-0.006999999999999999,-1.7,-3.2,-5.0,-0.2,East
141,Wally Walker\walkewa01,SF,22,POR,66,627,14.0,0.489,,0.32799999999999996,7.5,10.2,8.9,11.6,1.0,0.2,,,0.4,0.5,0.9,0.068,-0.9,-3.2,-4.1,-0.3,West
142,Mike Gale\galemi01,SG,26,SAS,82,2598,13.9,0.509,,0.221,2.2,8.6,5.4,22.7,3.2,0.9,,,1.9,2.2,4.0,0.075,-0.1,0.8,0.7,1.8,East
143,Jim Fox\foxji01,C,33,NYN,71,1165,13.8,0.517,,0.28600000000000003,8.3,21.0,14.3,6.7,0.8,1.2,,,1.0,1.3,2.4,0.09699999999999999,-2.5,-0.9,-3.4,-0.4,East
144,Tom Owens\owensto01,C,27,HOU,46,462,13.8,0.5579999999999999,,0.563,11.5,21.7,16.8,5.2,0.4,1.5,,,0.6,0.3,0.9,0.094,-0.5,-2.3,-2.8,-0.1,East
145,Tom Boswell\bosweto01,PF,23,BOS,70,1083,13.6,0.5579999999999999,,0.397,10.2,17.5,13.9,11.0,1.1,0.4,,,1.0,1.4,2.4,0.107,0.3,0.0,0.4,0.6,East
146,Howard Porter\porteho01,PF,28,DET,78,2200,13.6,0.509,,0.125,7.3,14.3,10.8,3.2,1.0,1.7,,,2.7,1.4,4.1,0.08900000000000001,-1.9,-1.3,-3.2,-0.6,East
147,Gary Brokaw\brokaga01,SG,23,TOT,80,1487,13.5,0.49,,0.38799999999999996,1.5,7.1,4.2,21.0,1.1,1.3,,,1.0,0.6,1.6,0.052000000000000005,-0.6,-2.1,-2.6,-0.2,NaN
148,Quinn Buckner\bucknqu01,PG,22,MIL,79,2095,13.5,0.45,,0.22399999999999998,4.5,8.6,6.5,22.5,4.1,0.5,,,-0.5,2.0,1.5,0.035,-0.1,1.5,1.5,1.8,West
149,Paul Griffin\griffpa01,PF,23,NOJ,81,1645,13.5,0.617,,0.785,10.0,19.0,14.6,12.9,1.4,1.3,,,1.9,2.2,4.1,0.11900000000000001,0.2,2.1,2.4,1.8,East
150,Mike Sojourner\sojoumi01,PF,23,ATL,51,551,13.5,0.506,,0.281,9.3,19.1,14.1,5.8,1.2,0.9,,,0.4,0.5,0.9,0.079,-2.5,-1.4,-4.0,-0.3,East
151,Butch Beard\beardbu01,PG,29,NYK,70,1082,13.4,0.544,,0.37200000000000005,4.9,10.7,7.9,16.9,2.3,0.2,,,0.9,1.0,2.0,0.08800000000000001,-0.1,0.4,0.4,0.7,East
152,Terry Furlow\furlote01,SG,22,PHI,32,174,13.4,0.389,,0.18,10.9,11.5,11.2,15.8,1.8,0.6,,,-0.2,0.2,0.0,0.011000000000000001,-3.5,-2.1,-5.6,-0.2,East
153,Norm Van Lier\vanlino01,PG,29,CHI,82,3097,13.4,0.485,,0.42,3.6,8.9,6.2,28.4,2.0,0.3,,,1.9,3.6,5.5,0.085,0.0,0.9,0.9,2.3,West
154,Bill Willoughby\willobi01,SF,19,ATL,39,549,13.4,0.491,,0.373,12.4,20.7,16.5,3.4,1.6,2.3,,,0.3,0.6,0.9,0.081,-3.1,-0.3,-3.3,-0.2,East
155,Leon Douglas\douglle01,C,22,DET,82,1626,13.3,0.503,,0.447,11.5,22.0,16.8,5.2,1.2,2.6,,,0.3,1.8,2.1,0.063,-1.7,0.1,-1.6,0.1,East
156,Steve Green\greenst01,SF,23,IND,70,918,13.3,0.475,,0.267,8.1,10.6,9.4,7.2,2.2,0.7,,,0.4,0.7,1.1,0.055,-1.6,-2.2,-3.8,-0.4,West
157,Dick Snyder\snydedi01,SG,32,CLE,82,1685,13.3,0.5,,0.215,2.7,6.4,4.5,13.9,1.3,1.0,,,2.2,1.2,3.4,0.09699999999999999,-0.4,-1.2,-1.6,0.2,East
158,Willie Wise\wisewi01,SF,29,DEN,75,1403,13.3,0.506,,0.425,5.7,12.6,9.2,13.7,1.8,0.7,,,0.7,1.9,2.5,0.087,-1.4,0.1,-1.3,0.2,West
159,Byron Beck\beckby01,PF,32,DEN,53,480,13.2,0.47100000000000003,,0.179,9.8,10.6,10.2,10.0,1.3,0.1,,,0.3,0.5,0.8,0.078,-2.2,-2.4,-4.6,-0.3,West
160,Phil Hicks\hicksph01,SF,24,TOT,37,262,13.2,0.491,,0.146,10.2,16.1,13.1,13.7,1.5,0.0,,,0.2,0.3,0.5,0.09300000000000001,-1.3,-0.4,-1.7,0.0,NaN
161,Claude Terry\terrycl01,SG,27,TOT,45,545,13.2,0.542,,0.23,2.3,6.5,4.3,16.0,1.7,0.1,,,0.8,0.2,1.0,0.08800000000000001,-1.3,-2.1,-3.4,-0.2,NaN
162,Robin Jones\jonesro01,C,22,POR,63,1065,13.1,0.496,,0.365,10.1,18.3,14.3,9.5,1.5,1.9,,,0.7,1.4,2.2,0.09699999999999999,-1.5,1.1,-0.5,0.4,West
163,Lloyd Neal\nealll01,PF,26,POR,58,955,13.1,0.509,,0.335,9.5,17.8,13.7,8.1,0.4,2.0,,,0.8,1.0,1.8,0.091,-1.6,-0.9,-2.5,-0.1,West
164,John Johnson\johnsjo01,SF,29,HOU,79,1738,13.0,0.485,,0.19,4.9,11.6,8.4,13.2,1.3,0.7,,,1.6,0.7,2.3,0.064,-0.8,-1.1,-1.9,0.1,East
165,Andy Walker\walkean01,SF,21,NOJ,40,438,13.0,0.509,,0.301,5.2,11.3,8.3,10.3,2.0,0.8,,,0.2,0.5,0.7,0.081,-2.0,-0.4,-2.4,0.0,East
166,Larry Wright\wrighla01,PG,22,WSB,78,1421,13.0,0.474,,0.193,2.4,4.7,3.5,23.1,1.8,0.2,,,0.3,1.1,1.4,0.048,-0.8,-1.9,-2.7,-0.3,East
167,Jim Cleamons\cleamji01,PG,27,CLE,60,2045,12.9,0.47600000000000003,,0.25,4.8,8.9,6.8,20.2,1.5,0.6,,,2.0,1.8,3.8,0.08800000000000001,0.2,0.9,1.1,1.6,East
168,Jim McElroy\mcelrji01,PG,23,NOJ,73,2029,12.9,0.524,,0.33899999999999997,2.7,6.0,4.4,17.7,1.3,0.2,,,2.3,1.2,3.5,0.083,-0.8,-1.0,-1.7,0.1,East
169,Tom McMillen\mcmilto01,C,24,TOT,76,1492,12.9,0.522,,0.218,8.0,18.9,13.6,6.2,0.3,0.2,,,1.4,1.0,2.5,0.079,-1.9,-1.9,-3.8,-0.7,NaN
