Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Conference
388,Rod Strickland\stricro02,PG,34,TOT,54,1371,16.1,0.493,0.04,0.40299999999999997,3.1,9.0,6.0,37.1,2.0,0.3,17.5,20.1,1.7,0.5,2.2,0.076,0.4,-2.2,-1.8,0.1,NaN
388,Rod Strickland\stricro02,PG,34,WAS,33,1020,17.4,0.507,0.048,0.444,2.8,9.4,6.0,38.9,2.2,0.3,17.3,20.9,1.5,0.3,1.8,0.084,1.3,-2.1,-0.8,0.3,East
388,Rod Strickland\stricro02,PG,34,POR,21,351,12.2,0.44299999999999995,0.01,0.265,3.9,7.9,6.0,31.9,1.5,0.2,18.0,17.7,0.1,0.2,0.4,0.053,-2.4,-2.2,-4.6,-0.2,West
389,Derek Strong\stronde01,PF,32,LAC,28,491,8.8,0.44299999999999995,0.009000000000000001,0.316,8.2,16.8,12.6,2.3,1.5,0.1,14.2,14.6,-0.1,0.4,0.3,0.026000000000000002,-4.3,-1.2,-5.5,-0.4,West
390,Bruno Sundov\sundobr01,C,20,IND,11,120,11.0,0.498,0.098,0.122,3.9,17.4,10.9,3.1,0.9,2.4,6.5,18.0,0.1,0.1,0.2,0.079,-4.0,-1.6,-5.6,-0.1,East
391,Bob Sura\surabo01,SG,27,GSW,53,1684,11.2,0.48700000000000004,0.332,0.365,3.1,11.9,7.1,23.1,1.6,0.3,21.0,19.1,-0.3,0.4,0.1,0.003,-1.2,-1.5,-2.8,-0.3,West
392,Stromile Swift\swiftst01,PF,21,VAN,80,1312,13.1,0.48700000000000004,0.012,0.41600000000000004,9.6,15.1,12.4,3.5,2.5,4.3,13.8,16.2,0.2,1.6,1.9,0.069,-3.4,1.9,-1.5,0.2,West
393,Wally Szczerbiak\szczewa02,SF,23,MIN,82,2856,15.8,0.5660000000000001,0.084,0.226,5.3,12.7,8.9,14.5,1.1,0.8,12.0,18.2,5.7,1.7,7.4,0.125,1.6,-0.4,1.2,2.3,West
394,Zan Tabak\tabakza01,C,30,IND,55,777,10.5,0.523,0.0,0.253,9.8,20.9,15.5,7.3,0.7,2.8,21.6,15.8,-0.1,1.0,0.9,0.055999999999999994,-4.0,0.8,-3.2,-0.2,East
395,Dragan Tarlac\tarladr01,C,27,CHI,43,598,5.6,0.45399999999999996,0.0,0.33299999999999996,7.1,17.5,12.1,8.4,0.6,2.4,25.1,11.8,-0.4,0.2,-0.2,-0.016,-6.0,-0.3,-6.3,-0.7,East
396,Maurice Taylor\tayloma01,SF,24,HOU,69,1972,14.9,0.518,0.005,0.203,6.6,15.4,11.1,9.7,0.8,1.3,12.6,23.2,1.8,1.4,3.2,0.077,-1.2,-1.1,-2.2,-0.1,West
397,Jason Terry\terryja01,SG,23,ATL,82,3089,17.3,0.531,0.23,0.262,1.5,8.2,4.9,24.3,1.8,0.3,13.6,25.5,4.9,1.6,6.5,0.1,2.9,-1.6,1.4,2.6,East
398,Jamel Thomas\thomaja01,SF,27,NJN,5,56,0.8,0.342,0.158,0.0,8.0,10.6,9.2,0.0,2.8,0.0,24.0,20.2,-0.2,0.0,-0.2,-0.171,-10.2,-4.0,-14.2,-0.2,East
399,Kenny Thomas\thomake01,PF,23,HOU,74,1820,11.2,0.507,0.198,0.271,8.0,18.3,13.3,6.7,1.2,1.6,18.2,16.1,0.5,1.7,2.2,0.057999999999999996,-1.9,0.4,-1.5,0.2,West
400,Kurt Thomas\thomaku01,PF,28,NYK,77,2125,16.9,0.5660000000000001,0.005,0.342,10.1,18.9,14.6,5.4,1.6,2.6,12.3,18.5,4.1,4.1,8.2,0.185,0.0,2.1,2.1,2.2,East
401,Tim Thomas\thomati01,PF,23,MIL,76,2086,16.4,0.5489999999999999,0.34299999999999997,0.33399999999999996,4.3,12.6,8.5,10.5,1.9,1.6,11.6,21.3,3.7,1.7,5.5,0.126,1.5,-0.8,0.7,1.4,East
402,Otis Thorpe\thorpot01,PF,38,CHH,49,647,7.6,0.48700000000000004,0.0,0.183,8.9,16.7,12.8,7.3,1.0,0.8,18.4,12.4,0.1,0.8,1.0,0.071,-4.1,0.2,-3.9,-0.3,East
403,Robert Traylor\traylro01,C,23,CLE,70,1212,14.1,0.521,0.006,0.435,11.9,16.8,14.3,8.7,2.1,4.6,20.2,18.0,0.3,1.5,1.9,0.07400000000000001,-1.6,2.3,0.8,0.8,East
404,Gary Trent\trentga01,PF,26,DAL,33,319,13.8,0.456,0.008,0.27699999999999997,14.0,18.1,16.1,5.2,2.1,1.8,13.1,23.9,-0.1,0.5,0.4,0.057,-3.3,-1.2,-4.5,-0.2,West
405,Jake Tsakalidis\tsakaja01,C,21,PHO,57,947,9.6,0.502,0.0,0.423,9.8,19.4,14.5,3.2,0.5,4.2,20.6,15.1,-0.3,1.6,1.3,0.067,-5.3,1.5,-3.9,-0.4,West
406,Hedo Turkoglu\turkohe01,SF,21,SAC,74,1245,11.7,0.509,0.257,0.33399999999999996,4.4,13.6,9.1,8.3,2.1,1.3,12.5,15.6,1.0,1.8,2.8,0.106,-1.6,0.9,-0.8,0.4,West
407,Nick Van Exel\vanexni01,PG,29,DEN,71,2688,18.5,0.515,0.322,0.22399999999999998,1.8,8.1,4.9,38.4,1.2,0.5,11.9,23.0,6.1,0.3,6.4,0.114,4.0,-2.9,1.1,2.1,West
408,Keith Van Horn\vanhoke01,SF,25,NJN,49,1733,15.5,0.526,0.24,0.263,5.0,18.3,11.5,9.0,1.2,0.9,11.5,23.4,1.7,1.2,2.8,0.079,0.2,-1.5,-1.3,0.3,East
409,David Vanterpool\vanteda01,PG,27,WAS,22,411,10.9,0.462,0.055,0.455,4.2,6.4,5.3,26.4,2.9,0.5,21.9,18.3,-0.2,0.2,0.0,0.0,-2.2,-1.4,-3.6,-0.2,East
410,Jacque Vaughn\vaughja01,PG,25,UTA,82,1620,12.8,0.535,0.198,0.41700000000000004,1.4,9.9,5.7,31.0,1.6,0.2,21.7,16.9,1.8,1.1,3.0,0.08800000000000001,-0.4,-1.8,-2.2,-0.1,West
411,Loy Vaught\vaughlo01,PF,32,TOT,51,549,13.3,0.484,0.0,0.059000000000000004,10.7,24.8,17.8,6.8,2.0,0.9,13.0,16.4,0.3,0.8,1.0,0.091,-2.6,0.1,-2.5,-0.1,NaN
411,Loy Vaught\vaughlo01,PF,32,DAL,37,392,11.9,0.461,0.0,0.05,10.2,24.4,17.5,6.4,2.0,0.9,12.7,16.4,0.1,0.6,0.7,0.084,-3.2,0.4,-2.8,-0.1,West
411,Loy Vaught\vaughlo01,PF,32,WAS,14,157,16.8,0.5429999999999999,0.0,0.083,11.7,25.8,18.6,8.0,2.0,0.9,13.9,16.4,0.2,0.1,0.3,0.106,-1.0,-0.6,-1.6,0.0,East
412,Jake Voskuhl\voskuja01,C,23,CHI,16,143,5.8,0.48100000000000004,0.0,0.56,9.6,19.0,14.1,5.7,1.9,3.1,27.8,14.0,-0.2,0.1,0.0,-0.006999999999999999,-6.3,0.4,-5.9,-0.1,East
413,Antoine Walker\walkean02,PF,24,BOS,81,3396,18.9,0.505,0.35100000000000003,0.20199999999999999,5.0,20.4,12.3,26.8,2.1,1.1,13.8,29.1,2.7,3.8,6.6,0.09300000000000001,3.2,0.6,3.9,5.0,East
414,Samaki Walker\walkesa01,PF,24,SAS,61,963,12.2,0.524,0.012,0.49200000000000005,8.3,19.7,14.3,5.0,0.6,2.9,18.2,18.3,0.2,1.7,1.9,0.09300000000000001,-3.6,0.9,-2.6,-0.2,West
415,Ben Wallace\wallabe01,C,26,DET,80,2760,14.8,0.47,0.009000000000000001,0.542,11.5,29.6,20.4,6.8,2.0,4.8,17.7,10.4,1.0,6.0,7.0,0.121,-2.4,5.7,3.4,3.7,East
416,John Wallace\wallajo01,SF,26,DET,40,527,11.2,0.46299999999999997,0.064,0.191,5.0,12.0,8.4,8.0,1.3,2.1,12.3,24.0,-0.3,0.6,0.3,0.027000000000000003,-4.0,-1.1,-5.1,-0.4,East
417,Rasheed Wallace\wallara01,PF,26,POR,77,2940,20.9,0.56,0.138,0.272,6.2,17.9,12.2,12.9,1.6,3.4,10.7,23.4,6.8,4.2,11.0,0.18,2.5,1.6,4.1,4.5,West
418,Charlie Ward\wardch01,PG,30,NYK,61,1492,14.5,0.536,0.469,0.188,2.7,10.0,6.4,31.1,2.6,0.5,21.7,16.9,1.5,2.4,3.9,0.127,1.1,0.7,1.9,1.4,East
419,Clarence Weatherspoon\weathcl01,PF,30,CLE,82,2774,17.4,0.563,0.0,0.42100000000000004,9.3,23.9,16.6,6.2,1.6,2.8,12.0,15.2,5.2,3.4,8.6,0.14800000000000002,0.2,1.8,2.0,2.8,East
420,Chris Webber\webbech01,PF,27,SAC,70,2836,24.7,0.516,0.017,0.282,7.0,22.1,14.8,20.6,1.7,2.8,9.6,31.6,5.8,5.2,11.0,0.18600000000000003,2.6,2.4,4.9,4.9,West
421,Bonzi Wells\wellsbo01,SF,24,POR,75,1995,18.8,0.5710000000000001,0.069,0.331,7.4,14.3,11.0,18.4,2.5,0.7,16.9,23.3,3.4,2.6,5.9,0.14300000000000002,1.9,0.7,2.6,2.3,West
422,David Wesley\wesleda01,SG,30,CHH,82,3106,15.3,0.509,0.20800000000000002,0.27399999999999997,2.4,5.9,4.1,21.7,2.2,0.4,11.0,23.1,4.2,3.4,7.6,0.11699999999999999,1.4,-1.1,0.3,1.8,East
423,Doug West\westdo01,SG,33,VAN,15,171,4.2,0.341,0.053,0.184,2.7,7.3,5.0,12.4,0.9,1.6,8.9,12.0,-0.1,0.0,-0.1,-0.027999999999999997,-5.8,-0.8,-6.6,-0.2,West
424,Jahidi White\whiteja01,C,24,WAS,68,1609,14.7,0.535,0.002,0.765,12.7,25.4,18.9,2.1,1.0,4.9,20.0,18.9,0.5,1.6,2.1,0.061,-3.5,-0.5,-4.0,-0.8,East
425,Chris Whitney\whitnch01,PG,29,WAS,59,1532,13.2,0.537,0.528,0.24,0.9,7.3,4.0,26.9,1.9,0.1,16.5,18.1,2.1,0.2,2.3,0.07200000000000001,1.8,-3.3,-1.5,0.2,East
426,Aaron Williams\williaa01,PF,29,NJN,82,2336,15.1,0.5329999999999999,0.003,0.47700000000000004,10.1,19.2,14.5,6.5,1.3,3.6,14.4,17.8,2.9,2.3,5.2,0.107,-1.5,0.9,-0.5,0.9,East
427,Alvin Williams\willial02,SG,26,TOR,82,2394,15.2,0.483,0.141,0.18899999999999997,2.3,7.8,5.0,27.2,2.7,0.8,11.0,17.4,3.3,2.1,5.4,0.109,0.9,-0.3,0.6,1.6,East
428,Eric Williams\willier01,SF,28,BOS,81,1745,10.0,0.48700000000000004,0.31,0.516,4.1,10.0,6.9,10.6,1.9,0.6,12.1,16.3,1.0,1.2,2.2,0.06,-1.9,-1.0,-2.9,-0.4,East
429,Jason Williams\willija02,PG,25,SAC,77,2290,12.8,0.498,0.451,0.11,0.9,7.6,4.4,27.6,2.1,0.3,18.1,17.0,1.3,2.4,3.8,0.079,0.0,-1.0,-1.0,0.6,West
430,Jerome Williams\willije01,PF,27,TOT,59,1182,15.7,0.526,0.01,0.45899999999999996,12.0,23.4,17.5,6.1,2.5,1.2,15.1,15.4,1.5,2.0,3.5,0.141,-1.3,1.6,0.4,0.7,NaN
430,Jerome Williams\willije01,PF,27,DET,33,804,14.9,0.501,0.01,0.44799999999999995,12.8,24.4,18.5,6.4,2.5,0.9,16.3,15.5,0.7,1.4,2.1,0.125,-1.7,1.9,0.2,0.5,East
430,Jerome Williams\willije01,PF,27,TOR,26,378,17.3,0.581,0.011000000000000001,0.484,10.2,21.1,15.5,5.4,2.5,1.9,12.4,15.2,0.8,0.6,1.4,0.174,-0.3,0.9,0.6,0.2,East
431,Monty Williams\willimo01,SF,29,ORL,82,1211,11.0,0.485,0.036000000000000004,0.365,7.7,14.7,11.1,10.5,1.2,1.0,16.7,18.5,0.1,1.2,1.3,0.051,-3.2,-0.8,-3.9,-0.6,East
432,Scott Williams\willisc01,C,32,MIL,66,1272,14.2,0.514,0.011000000000000001,0.19399999999999998,8.7,23.6,16.2,4.2,2.0,1.8,9.5,15.4,1.7,1.7,3.4,0.128,-2.1,0.1,-2.0,0.0,East
433,Shammond Williams\willish01,PG,25,SEA,69,1238,15.4,0.569,0.361,0.261,3.2,9.0,6.1,24.2,1.3,0.2,16.7,17.9,2.6,0.3,2.9,0.11199999999999999,1.6,-2.7,-1.1,0.3,West
434,Walt Williams\williwa02,SF,30,HOU,72,1583,12.6,0.527,0.483,0.24600000000000002,2.3,15.3,9.0,10.0,1.0,1.2,11.4,18.7,1.8,1.2,3.0,0.09,0.2,-1.2,-0.9,0.4,West
435,Corliss Williamson\willico02,SF,27,TOT,69,1686,15.1,0.5329999999999999,0.003,0.366,7.0,14.0,10.4,6.5,1.5,0.9,12.8,22.5,1.6,1.6,3.2,0.092,-1.2,-1.1,-2.3,-0.1,NaN
435,Corliss Williamson\willico02,SF,27,TOR,42,886,12.1,0.51,0.006,0.4,7.1,12.5,9.7,6.3,0.9,1.0,14.5,22.6,0.3,0.6,0.8,0.045,-2.4,-2.1,-4.5,-0.6,East
435,Corliss Williamson\willico02,SF,27,DET,27,800,18.4,0.557,0.0,0.332,7.0,15.7,11.2,6.7,2.2,0.7,10.9,22.4,1.3,1.1,2.4,0.14400000000000002,0.3,0.0,0.2,0.4,East
436,Kevin Willis\willike02,C,38,TOT,78,1830,14.6,0.478,0.009000000000000001,0.213,10.5,21.8,16.0,4.6,1.6,2.0,10.3,20.5,1.1,2.0,3.1,0.081,-2.6,-0.7,-3.3,-0.6,NaN
436,Kevin Willis\willike02,C,38,TOR,35,771,15.3,0.507,0.006999999999999999,0.301,9.7,23.2,16.3,4.5,1.3,1.9,11.6,20.0,0.8,0.9,1.7,0.106,-2.2,-0.8,-3.1,-0.2,East
436,Kevin Willis\willike02,C,38,DEN,43,1059,14.1,0.45899999999999996,0.01,0.157,11.0,20.8,15.9,4.7,1.9,2.0,9.5,20.9,0.3,1.1,1.4,0.063,-2.8,-0.6,-3.4,-0.4,West
437,David Wingate\wingada01,SG,37,SEA,1,9,35.8,1.0,0.0,0.0,0.0,0.0,0.0,51.5,0.0,0.0,0.0,15.0,0.1,0.0,0.1,0.44799999999999995,9.9,-15.1,-5.2,0.0,West
438,Ruben Wolkowyski\wolkoru01,PF,27,SEA,34,305,6.4,0.39899999999999997,0.025,0.43,4.5,12.7,8.7,1.4,1.0,4.3,11.3,15.7,-0.3,0.2,-0.1,-0.012,-6.7,-0.9,-7.5,-0.4,West
439,Metta World Peace\artesro01,SF,21,CHI,76,2363,13.6,0.483,0.182,0.344,2.9,12.3,7.4,17.6,3.5,1.4,14.5,21.6,-0.1,2.0,1.9,0.039,-1.1,0.3,-0.7,0.7,East
440,Lorenzen Wright\wrighlo02,C,25,ATL,71,1988,15.7,0.486,0.002,0.266,10.0,20.0,15.0,8.0,1.1,2.3,12.1,23.2,1.1,2.0,3.2,0.077,-1.6,-0.1,-1.7,0.1,East
441,Wang Zhizhi\zhizhwa01,C,23,DAL,5,38,14.9,0.513,0.105,0.526,3.0,17.2,10.3,0.0,0.0,0.0,4.1,29.2,0.1,0.0,0.1,0.122,-4.5,-9.3,-13.8,-0.1,West
