Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Conference
204,Jumaine Jones\jonesju01,SF,23,CLE,80,2204,12.3,0.525,0.442,0.11699999999999999,5.3,15.5,10.3,8.8,1.6,0.7,12.5,16.8,1.7,1.2,2.9,0.062,0.0,-1.3,-1.3,0.4,East
205,Popeye Jones\jonespo01,PF,32,DAL,26,222,7.0,0.396,0.0,0.177,14.4,14.9,14.6,5.2,1.2,0.3,18.3,16.7,-0.2,0.2,0.0,0.005,-4.6,-1.0,-5.6,-0.2,West
206,Michael Jordan*\jordami01,SF,39,WAS,82,3031,19.3,0.491,0.036000000000000004,0.212,2.8,16.7,9.7,21.1,2.2,1.0,9.4,28.7,2.9,3.4,6.2,0.099,0.9,0.1,1.0,2.3,East
207,Shawn Kemp\kempsh01,C,33,ORL,79,1633,11.7,0.46799999999999997,0.002,0.307,10.0,21.9,15.8,5.5,2.1,1.5,15.1,18.5,0.0,2.1,2.0,0.059000000000000004,-4.0,0.1,-4.0,-0.8,East
208,Steve Kerr\kerrst01,PG,37,SAS,75,952,11.4,0.552,0.484,0.133,1.5,5.6,3.7,11.9,1.5,0.2,11.4,14.9,1.3,0.9,2.2,0.109,0.0,-1.6,-1.7,0.1,West
209,Jason Kidd*\kiddja01,PG,29,NJN,80,2989,22.2,0.526,0.297,0.324,4.2,15.1,9.6,42.2,3.1,0.6,17.2,25.9,5.5,5.8,11.3,0.182,4.9,2.0,6.9,6.7,East
210,Andrei Kirilenko\kirilan01,SF,21,UTA,80,2213,21.1,0.598,0.17800000000000002,0.5760000000000001,8.4,14.4,11.5,10.6,2.9,6.1,14.5,19.6,5.3,3.8,9.2,0.19899999999999998,2.6,4.0,6.6,4.8,West
211,Kerry Kittles\kittlke01,SG,28,NJN,65,1951,18.3,0.55,0.308,0.19,3.1,11.7,7.4,15.4,2.7,1.2,6.7,19.1,4.2,3.4,7.7,0.188,2.6,1.3,3.9,2.9,East
212,Brevin Knight\knighbr01,PG,27,MEM,55,928,11.2,0.442,0.035,0.162,1.8,7.9,4.9,38.0,3.9,0.1,27.8,16.4,-0.5,0.7,0.2,0.008,-3.3,-1.3,-4.6,-0.6,West
213,Travis Knight\knightr01,C,28,NYK,32,287,8.3,0.424,0.015,0.2,7.2,18.4,12.7,7.4,1.5,2.3,12.4,13.0,0.0,0.3,0.2,0.04,-4.4,1.1,-3.2,-0.1,East
214,Toni Kukoc\kukocto01,PF,34,MIL,63,1704,18.0,0.551,0.456,0.336,4.6,13.7,9.1,21.8,2.5,1.3,15.6,21.4,2.9,1.1,4.0,0.11199999999999999,3.0,-0.5,2.5,1.9,East
215,Christian Laettner\laettch01,PF,33,WAS,76,2215,16.1,0.545,0.031,0.27899999999999997,6.1,20.8,13.4,17.8,2.0,1.4,13.1,14.2,3.8,2.8,6.6,0.14300000000000002,0.5,2.1,2.6,2.6,East
216,Raef LaFrentz\lafrera01,C,26,DAL,69,1611,16.5,0.578,0.226,0.171,8.5,14.0,11.3,5.3,1.1,4.2,7.7,16.9,3.8,2.0,5.8,0.17300000000000001,1.6,1.1,2.7,1.9,West
217,Sean Lampley\lamplse01,SF,23,MIA,35,487,12.4,0.512,0.031,0.636,6.0,13.9,9.8,11.3,0.8,0.5,13.2,18.4,0.4,0.4,0.9,0.084,-2.5,-0.7,-3.2,-0.1,East
218,Dan Langhi\langhda01,SF,25,PHO,60,541,9.4,0.434,0.153,0.099,3.9,14.3,9.1,6.4,1.5,0.8,7.1,18.8,-0.1,0.6,0.4,0.038,-4.0,-1.4,-5.4,-0.5,West
219,Voshon Lenard\lenarvo01,SG,29,TOR,63,1929,14.4,0.502,0.311,0.24,2.7,10.1,6.3,13.6,1.6,0.8,10.3,23.6,1.7,0.7,2.4,0.06,0.7,-2.2,-1.5,0.2,East
220,Rashard Lewis\lewisra02,SF,23,SEA,77,3044,16.7,0.537,0.18899999999999997,0.3,5.8,13.8,9.7,7.9,1.8,0.9,9.9,22.2,5.0,2.8,7.8,0.122,1.1,-0.2,0.9,2.3,West
221,Randy Livingston\livinra01,PG,27,NOH,2,12,19.6,0.615,0.0,0.5,0.0,0.0,0.0,14.7,0.0,0.0,0.0,18.5,0.1,0.0,0.1,0.239,-0.2,-8.1,-8.2,0.0,East
222,Art Long\longar01,SF,30,TOT,26,211,6.2,0.37799999999999995,0.04,0.133,11.3,22.1,16.5,4.7,1.3,4.0,20.1,21.3,-0.6,0.3,-0.3,-0.076,-8.4,-0.8,-9.1,-0.4,NaN
222,Art Long\longar01,SF,30,PHI,19,131,7.7,0.38299999999999995,0.02,0.1,11.4,24.6,17.9,2.5,0.8,4.8,14.7,21.0,-0.3,0.2,-0.1,-0.027999999999999997,-8.1,-1.2,-9.4,-0.2,East
222,Art Long\longar01,SF,30,TOR,7,80,3.6,0.368,0.08,0.2,10.9,17.8,14.2,8.2,2.0,2.6,28.8,21.8,-0.3,0.1,-0.3,-0.155,-8.8,0.0,-8.7,-0.1,East
223,Grant Long\longgr01,PF,36,BOS,41,488,5.3,0.449,0.043,0.32899999999999996,5.4,14.1,9.6,8.2,1.0,0.2,19.2,9.4,0.0,0.5,0.4,0.040999999999999995,-5.7,0.2,-5.6,-0.4,East
224,Tyronn Lue\luety01,PG,25,WAS,75,1986,12.9,0.523,0.307,0.182,1.3,7.6,4.4,22.6,1.3,0.0,11.1,16.5,2.8,0.9,3.7,0.08900000000000001,0.6,-2.6,-1.9,0.0,East
225,George Lynch\lynchge01,SG,32,NOH,81,1497,12.9,0.46399999999999997,0.22,0.20600000000000002,10.7,16.8,13.7,11.0,2.4,0.9,11.7,13.5,1.3,2.2,3.5,0.113,-0.6,1.7,1.0,1.1,East
226,Todd MacCulloch\maccuto01,C,27,PHI,42,812,14.9,0.5479999999999999,0.0,0.332,9.4,19.1,14.2,4.1,1.2,3.1,11.4,17.0,1.2,1.0,2.2,0.13,-1.6,0.0,-1.6,0.1,East
227,Tito Maddox\maddoti01,SG,21,HOU,9,35,11.2,0.354,0.25,0.667,3.4,19.3,11.5,22.8,4.6,2.0,16.2,24.4,-0.1,0.1,0.0,-0.011000000000000001,-4.7,2.5,-2.2,0.0,West
228,Mark Madsen\madsema01,PF,27,LAL,54,781,9.3,0.45799999999999996,0.0,0.374,12.3,10.6,11.5,7.1,1.0,1.8,12.5,12.3,0.7,0.4,1.1,0.069,-2.0,-0.6,-2.5,-0.1,West
229,Corey Maggette\maggeco01,SG,23,LAC,64,2006,17.4,0.564,0.22899999999999998,0.524,4.4,13.8,9.1,11.2,1.4,0.6,13.4,24.8,4.0,1.0,5.0,0.11900000000000001,1.7,-1.9,-0.2,0.9,West
230,Jamaal Magloire\magloja01,C,24,NOH,82,2443,15.4,0.541,0.005,0.507,12.2,22.3,17.2,5.9,1.1,3.3,16.9,17.4,2.9,3.8,6.7,0.133,-1.5,1.6,0.0,1.2,East
231,Karl Malone*\malonka01,PF,39,UTA,81,2936,21.7,0.534,0.011000000000000001,0.48200000000000004,4.8,20.5,13.0,24.4,2.5,0.8,11.8,27.8,6.9,4.3,11.1,0.182,2.8,1.6,4.5,4.8,West
232,Matt Maloney\malonma01,PG,31,ATL,14,103,9.2,0.441,0.6,0.2,1.2,6.4,3.9,25.8,2.0,0.0,15.5,14.3,0.0,0.0,0.1,0.031,-1.9,-3.9,-5.9,-0.1,East
233,Danny Manning\mannida01,PF,36,DET,13,89,17.9,0.491,0.25,0.188,9.2,14.9,12.0,14.8,5.6,2.5,16.8,22.5,0.0,0.2,0.2,0.131,-0.4,4.1,3.8,0.1,East
234,Stephon Marbury\marbust01,PG,25,PHO,81,3240,20.1,0.52,0.193,0.305,1.8,7.4,4.6,36.6,1.7,0.5,13.2,27.7,7.1,2.5,9.6,0.142,4.1,-1.6,2.4,3.6,West
235,Shawn Marion\mariosh01,SF,24,PHO,81,3373,21.3,0.5379999999999999,0.248,0.201,6.6,19.4,13.0,10.4,2.9,2.1,9.0,23.3,7.3,5.8,13.0,0.18600000000000003,3.2,2.3,5.5,6.4,West
236,Sean Marks\marksse01,PF,27,MIA,23,223,3.8,0.41200000000000003,0.017,0.254,4.0,14.4,9.1,2.3,1.2,2.1,17.6,16.8,-0.4,0.3,-0.2,-0.037000000000000005,-8.1,-0.1,-8.3,-0.4,East
237,Donny Marshall\marshdo02,SF,30,NJN,3,6,-20.7,0.0,0.33299999999999996,0.0,0.0,57.1,28.6,0.0,0.0,0.0,25.0,30.1,-0.1,0.0,-0.1,-0.635,-32.1,-8.8,-40.9,-0.1,East
238,Donyell Marshall\marshdo01,PF,29,CHI,78,2378,18.4,0.513,0.095,0.24100000000000002,11.0,21.3,16.2,10.0,2.0,2.6,11.7,21.5,3.0,3.1,6.0,0.122,0.6,1.2,1.8,2.3,East
239,Kenyon Martin\martike01,PF,25,NJN,77,2628,16.9,0.511,0.04,0.36200000000000004,7.1,20.7,13.9,13.0,2.0,2.0,13.3,24.8,1.8,5.3,7.1,0.129,-0.8,2.0,1.2,2.1,East
240,Jamal Mashburn\mashbja01,SF,30,NOH,82,3321,18.0,0.507,0.193,0.233,2.3,15.3,8.7,26.2,1.3,0.4,11.6,27.1,5.4,3.6,9.0,0.13,2.4,-0.4,2.0,3.3,East
241,Anthony Mason\masonan01,C,36,MIL,65,2119,11.3,0.524,0.003,0.298,4.9,18.1,11.5,14.6,0.8,0.4,15.1,11.5,2.5,0.6,3.1,0.069,-1.0,0.0,-0.9,0.6,East
242,Desmond Mason\masonde01,SF,25,TOT,80,2763,15.2,0.502,0.071,0.278,6.5,15.9,11.1,10.2,1.3,0.9,9.2,21.3,3.3,1.9,5.2,0.09,-0.5,-0.6,-1.1,0.6,NaN
242,Desmond Mason\masonde01,SF,25,SEA,52,1811,14.2,0.49,0.08199999999999999,0.271,5.6,16.3,10.9,9.3,1.4,0.9,9.0,21.3,1.5,1.7,3.1,0.083,-1.2,-0.2,-1.4,0.3,West
242,Desmond Mason\masonde01,SF,25,MIL,28,952,16.9,0.525,0.049,0.29100000000000004,8.1,15.1,11.6,12.1,1.1,0.9,9.4,21.3,1.8,0.3,2.0,0.10300000000000001,0.9,-1.5,-0.6,0.3,East
243,Roger Mason\masonro01,SF,22,CHI,17,113,7.4,0.47100000000000003,0.581,0.065,2.0,9.6,5.9,16.3,1.8,0.0,13.6,14.5,0.0,0.1,0.1,0.038,-1.6,-2.3,-3.8,-0.1,East
244,Tony Massenburg\masseto01,C,35,UTA,58,792,9.2,0.508,0.0,0.36200000000000004,9.4,14.3,11.9,3.6,1.2,1.9,15.7,18.5,0.2,0.8,1.0,0.061,-3.4,-1.3,-4.7,-0.5,West
245,Walter McCarty\mccarwa01,SF,28,BOS,82,1949,10.8,0.54,0.593,0.23399999999999999,3.6,13.4,8.4,9.2,2.1,1.1,12.7,12.6,1.6,2.5,4.1,0.10099999999999999,-1.2,1.0,-0.3,0.9,East
246,Amal McCaskill\mccasam01,C,29,ATL,11,70,7.3,0.293,0.0,0.235,11.9,23.5,17.9,10.8,2.3,1.0,9.6,13.6,-0.1,0.1,0.0,0.015,-5.1,0.6,-4.5,0.0,East
247,Jelani McCoy\mccoyje01,C,25,TOR,67,1367,12.4,0.507,0.0,0.319,7.6,22.6,14.8,5.5,1.1,3.1,17.6,18.3,-0.3,1.3,1.0,0.035,-4.4,-0.1,-4.5,-0.9,East
248,Tracy McGrady*\mcgratr01,SG,23,ORL,75,2954,30.3,0.564,0.247,0.4,4.6,14.6,9.5,30.0,2.2,1.5,8.4,35.2,13.2,2.9,16.1,0.262,9.8,-0.1,9.7,8.7,East
249,Jeff McInnis\mcinnje01,PG,28,POR,75,1311,10.0,0.47700000000000004,0.083,0.158,2.0,6.9,4.5,21.3,0.9,0.1,14.2,18.6,0.5,0.6,1.1,0.04,-2.5,-2.7,-5.1,-1.0,West
250,Aaron McKie\mckieaa01,SF,30,PHI,80,2374,13.7,0.49700000000000005,0.168,0.201,3.0,14.5,8.7,18.6,2.9,0.3,13.1,15.8,2.1,3.0,5.1,0.10400000000000001,0.0,1.4,1.4,2.0,East
251,Stanislav Medvedenko\medvest01,PF,23,LAL,58,620,10.3,0.46,0.008,0.16699999999999998,11.9,13.7,12.8,4.9,0.9,0.9,11.8,22.5,0.0,0.4,0.4,0.032,-3.8,-3.8,-7.6,-0.9,West
252,Ron Mercer\mercero01,SG,26,IND,72,1671,9.3,0.439,0.027000000000000003,0.136,2.2,8.0,5.2,11.5,1.5,0.6,7.9,18.6,-0.3,1.6,1.3,0.037000000000000005,-3.4,-0.8,-4.2,-0.9,East
253,Chris Mihm\mihmch01,C,23,CLE,52,809,13.2,0.462,0.01,0.366,12.6,19.5,16.0,6.0,1.1,3.3,12.6,20.5,0.2,0.7,0.9,0.053,-3.6,-1.3,-4.9,-0.6,East
254,Darius Miles\milesda01,SF,21,CLE,67,2008,9.7,0.435,0.022000000000000002,0.24100000000000002,6.2,14.2,10.1,14.9,1.7,2.4,20.0,19.2,-2.7,1.4,-1.3,-0.032,-4.2,0.6,-3.6,-0.8,East
255,Andre Miller\millean02,PG,26,LAC,80,2913,15.2,0.495,0.11599999999999999,0.42100000000000004,3.3,9.0,6.1,31.3,1.8,0.3,15.8,20.3,3.6,1.0,4.6,0.076,0.9,-1.4,-0.5,1.1,West
256,Brad Miller\millebr01,C,26,IND,73,2270,19.3,0.579,0.024,0.535,9.4,20.2,14.9,14.5,1.5,1.4,12.5,18.7,6.1,3.4,9.6,0.20199999999999999,2.0,1.8,3.8,3.3,East
257,Mike Miller\millemi01,SF,22,TOT,65,2186,14.7,0.537,0.349,0.217,2.4,15.7,8.9,13.5,1.0,0.7,11.7,21.8,2.7,1.3,4.0,0.087,0.8,-1.5,-0.7,0.7,NaN
257,Mike Miller\millemi01,SF,22,ORL,49,1826,13.9,0.521,0.36200000000000004,0.212,2.4,15.9,9.0,13.1,1.0,0.6,11.3,21.4,1.8,1.2,3.0,0.08,0.4,-1.3,-0.8,0.5,East
257,Mike Miller\millemi01,SF,22,MEM,16,360,19.0,0.614,0.29100000000000004,0.23800000000000002,1.9,15.1,8.6,15.6,0.9,1.0,13.5,24.1,0.8,0.1,0.9,0.124,2.5,-2.5,0.0,0.2,West
258,Reggie Miller*\millere01,SG,37,IND,70,2117,15.9,0.597,0.499,0.361,1.1,7.8,4.6,13.4,1.5,0.1,8.2,17.2,5.6,1.8,7.4,0.168,3.2,-1.3,1.9,2.1,East
259,Chris Mills\millsch01,PF,33,GSW,21,262,12.7,0.44299999999999995,0.23600000000000002,0.17,7.8,12.5,10.2,13.4,1.4,0.8,8.1,20.1,0.3,0.0,0.3,0.059000000000000004,-0.2,-2.6,-2.8,-0.1,West
260,Yao Ming*\mingya01,C,22,HOU,82,2382,20.6,0.57,0.002,0.461,9.7,22.6,16.3,10.6,0.7,4.4,15.2,22.1,5.2,3.5,8.7,0.17600000000000002,0.2,1.7,1.9,2.4,West
261,Cuttino Mobley\moblecu01,SG,27,HOU,73,3044,14.7,0.537,0.298,0.264,2.7,8.6,5.7,12.2,1.7,0.8,12.2,20.6,4.5,2.5,6.9,0.109,1.7,-0.3,1.3,2.5,West
262,Nazr Mohammed\mohamna01,C,25,ATL,35,445,12.4,0.452,0.0,0.258,12.5,20.2,16.5,2.4,1.9,3.3,12.4,20.8,-0.1,0.5,0.4,0.045,-4.9,-1.8,-6.6,-0.5,East
263,Jerome Moiso\moisoje01,C,24,NOH,51,644,14.5,0.542,0.0,0.24,10.5,21.7,16.1,5.8,1.6,4.9,19.6,16.6,0.3,1.2,1.5,0.109,-3.4,2.2,-1.2,0.1,East
264,Mikki Moore\mooremi01,C,27,TOT,8,43,17.9,0.517,0.0,0.769,16.4,5.1,10.6,12.5,0.0,6.9,10.3,20.7,0.1,0.0,0.1,0.157,-0.1,-0.1,-0.2,0.0,NaN
264,Mikki Moore\mooremi01,C,27,BOS,3,12,-3.1,0.0,0.0,0.0,9.2,0.0,4.7,0.0,0.0,13.1,0.0,3.9,0.0,0.0,0.0,0.018000000000000002,-8.9,5.8,-3.0,0.0,East
264,Mikki Moore\mooremi01,C,27,ATL,5,31,26.1,0.5489999999999999,0.0,0.833,19.1,7.1,12.9,17.4,0.0,4.5,10.9,27.2,0.1,0.0,0.1,0.21100000000000002,3.3,-2.3,1.0,0.0,East
265,Terence Morris\morrite01,SF,24,HOU,49,632,11.9,0.5,0.182,0.08,7.5,15.7,11.7,6.8,0.7,1.9,13.7,15.4,0.3,0.6,0.9,0.07,-2.4,-0.6,-3.0,-0.2,West
266,Troy Murphy\murphtr01,PF,22,GSW,79,2510,15.9,0.526,0.019,0.387,9.8,24.3,17.1,6.6,1.3,0.8,11.2,16.7,4.7,1.7,6.4,0.122,0.0,-0.8,-0.7,0.8,West
267,Ronald Murray\murraro01,SG,23,TOT,14,62,6.6,0.391,0.161,0.258,0.0,7.7,3.8,13.9,3.4,0.0,18.8,32.0,-0.3,0.0,-0.3,-0.198,-9.3,-4.1,-13.4,-0.2,NaN
267,Ronald Murray\murraro01,SG,23,MIL,12,42,10.7,0.39,0.154,0.308,0.0,2.8,1.4,13.0,5.1,0.0,11.9,37.1,-0.2,0.0,-0.1,-0.165,-7.4,-5.1,-12.5,-0.1,East
267,Ronald Murray\murraro01,SG,23,SEA,2,20,-2.0,0.4,0.2,0.0,0.0,17.9,8.8,15.9,0.0,0.0,44.4,21.1,-0.1,0.0,-0.1,-0.267,-13.3,-2.0,-15.3,-0.1,West
268,Tracy Murray\murratr01,SF,31,LAL,31,193,5.2,0.40700000000000003,0.535,0.127,2.9,10.6,6.7,9.5,1.3,1.1,15.7,20.4,-0.3,0.1,-0.2,-0.054000000000000006,-4.6,-3.2,-7.8,-0.3,West
269,Dikembe Mutombo*\mutomdi01,C,36,NJN,24,514,11.2,0.445,0.0,0.42,12.0,22.0,17.0,5.8,0.4,5.4,18.0,16.6,-0.2,1.0,0.8,0.076,-5.1,2.4,-2.7,-0.1,East
270,Mamadou N'Diaye\ndiayma02,C,27,TOR,22,364,13.5,0.514,0.0,0.49,8.7,17.3,12.8,3.2,1.2,6.2,15.3,17.3,0.2,0.4,0.6,0.075,-4.2,0.8,-3.3,-0.1,East
271,Bostjan Nachbar\nachbbo01,SF,22,HOU,14,77,5.8,0.41,0.32299999999999995,0.32299999999999995,4.6,11.7,8.2,6.8,1.4,1.9,14.5,24.8,-0.2,0.1,-0.1,-0.053,-5.5,-2.6,-8.1,-0.1,West
272,Lee Nailon\nailole01,SF,27,NYK,38,405,14.3,0.494,0.005,0.268,9.1,11.3,10.1,11.9,0.8,0.5,13.1,27.9,0.1,0.1,0.3,0.03,-2.3,-3.1,-5.4,-0.3,East
273,Eduardo Najera\najered01,SF,26,DAL,48,1103,14.8,0.59,0.004,0.39399999999999996,9.0,13.3,11.1,6.2,1.9,1.5,7.8,12.1,2.7,1.3,4.0,0.175,1.1,1.6,2.7,1.3,West
274,Steve Nash*\nashst01,PG,28,DAL,82,2711,22.6,0.5760000000000001,0.24100000000000002,0.304,2.6,7.0,4.8,36.3,1.6,0.2,13.2,24.4,9.7,1.9,11.6,0.20600000000000002,5.5,-2.1,3.3,3.7,West
275,Rasho Nesterovic\nestera01,C,26,MIN,77,2337,14.7,0.536,0.003,0.125,7.3,16.9,12.2,7.7,0.9,3.6,11.0,17.5,2.6,2.6,5.2,0.107,-0.6,1.3,0.6,1.6,West
276,Ira Newble\newblir01,SF,28,ATL,73,1931,11.7,0.557,0.18,0.193,5.3,10.5,8.0,8.6,1.4,0.9,12.0,13.7,2.5,0.8,3.3,0.081,-0.2,-0.7,-0.9,0.5,East
277,Moochie Norris\norrimo01,PG,29,HOU,82,1375,11.8,0.47,0.136,0.345,3.2,10.0,6.7,23.2,2.2,0.2,18.4,15.6,0.5,1.3,1.7,0.061,-2.0,-0.4,-2.4,-0.1,West
278,Dirk Nowitzki\nowitdi01,PF,24,DAL,80,3117,25.6,0.581,0.262,0.368,2.9,25.1,14.0,13.3,1.8,2.0,8.1,27.4,10.8,5.3,16.1,0.249,4.6,1.0,5.7,6.1,West
279,Jermaine O'Neal\onealje01,PF,24,IND,77,2864,21.4,0.539,0.017,0.405,8.1,22.8,15.6,10.4,1.2,4.5,10.8,26.2,5.3,5.2,10.5,0.177,0.5,2.0,2.6,3.3,East
280,Shaquille O'Neal*\onealsh01,C,30,LAL,67,2535,29.5,0.602,0.0,0.599,11.4,21.6,16.5,16.2,0.8,4.5,11.4,30.2,10.2,3.0,13.2,0.25,5.5,0.8,6.3,5.3,West
281,Charles Oakley\oaklech01,C,39,WAS,42,514,8.3,0.529,0.0,0.618,8.5,16.2,12.3,11.7,1.4,0.9,23.1,8.4,0.5,0.5,0.9,0.08800000000000001,-2.3,0.9,-1.3,0.1,East
282,Lamar Odom\odomla01,SF,23,LAC,49,1679,14.6,0.519,0.21100000000000002,0.28600000000000003,4.0,17.9,11.0,19.0,1.3,1.7,16.9,22.3,0.9,1.2,2.2,0.062,0.1,0.2,0.3,1.0,West
283,Mehmet Okur\okurme01,PF,23,DET,72,1366,14.8,0.514,0.265,0.31,10.0,19.2,14.5,9.5,1.0,2.1,12.1,19.3,1.7,2.1,3.8,0.134,-0.4,0.5,0.1,0.7,East
284,Dean Oliver\olivede01,PG,24,GSW,15,93,11.2,0.33799999999999997,0.207,0.276,9.3,9.1,9.2,35.4,3.8,0.0,23.5,19.5,-0.1,0.1,-0.1,-0.028999999999999998,-2.0,-1.1,-3.1,0.0,West
285,Kevin Ollie\ollieke01,PG,30,TOT,82,1897,13.7,0.514,0.013999999999999999,0.40399999999999997,1.5,9.8,5.6,23.8,2.0,0.2,12.2,14.6,3.0,0.8,3.8,0.09699999999999999,-1.0,-1.4,-2.4,-0.2,NaN
285,Kevin Ollie\ollieke01,PG,30,MIL,53,1127,13.5,0.513,0.02,0.35700000000000004,1.2,9.1,5.1,24.3,1.7,0.3,10.9,13.7,2.0,0.1,2.1,0.09,-0.9,-2.3,-3.1,-0.3,East
285,Kevin Ollie\ollieke01,PG,30,SEA,29,770,14.0,0.515,0.005,0.46799999999999997,2.0,10.9,6.3,23.0,2.3,0.1,13.8,15.9,1.0,0.7,1.7,0.106,-1.3,-0.1,-1.3,0.1,West
286,Michael Olowokandi\olowomi01,C,27,LAC,36,1369,10.5,0.457,0.0,0.24100000000000002,4.7,22.3,13.6,5.9,0.7,4.1,16.9,19.2,-1.5,1.3,-0.2,-0.006,-5.1,1.2,-3.9,-0.7,West
287,Greg Ostertag\ostergr01,C,29,UTA,81,1926,11.5,0.531,0.0,0.601,11.8,19.6,15.8,4.4,0.6,5.9,20.1,12.3,0.8,2.6,3.4,0.084,-2.3,2.7,0.4,1.2,West
288,Bo Outlaw\outlabo01,C,31,PHO,80,1800,12.2,0.574,0.006999999999999999,0.41700000000000004,8.3,14.8,11.6,9.2,1.5,2.9,18.8,10.1,2.2,2.2,4.4,0.11599999999999999,-1.0,2.9,1.9,1.8,West
289,Chris Owens\owensch01,SF,23,MEM,1,6,20.1,0.667,0.0,0.0,19.0,0.0,9.4,0.0,0.0,0.0,25.0,30.0,0.0,0.0,0.0,-0.032,-1.3,-9.3,-10.7,0.0,West
290,Olumide Oyedeji\oyedeol01,C,21,ORL,27,145,9.4,0.485,0.0,0.478,7.7,32.5,19.7,5.1,1.8,1.5,15.2,10.1,0.1,0.2,0.3,0.10099999999999999,-5.3,0.7,-4.6,-0.1,East
291,Robert Pack\packro01,PG,33,NOH,28,440,13.3,0.473,0.039,0.426,2.9,10.7,6.7,30.0,3.1,0.0,20.7,20.0,0.0,0.6,0.6,0.068,-2.5,-0.3,-2.9,-0.1,East
292,Scott Padgett\padgesc01,PF,26,UTA,82,1321,12.4,0.496,0.314,0.253,7.9,16.7,12.5,10.8,1.7,1.4,13.0,18.8,1.0,1.5,2.5,0.091,-0.4,-0.2,-0.6,0.5,West
293,Milt Palacio\palacmi01,PG,24,CLE,80,1976,8.2,0.466,0.095,0.22399999999999998,2.7,10.8,6.7,20.6,1.8,0.6,23.5,12.2,-0.6,0.8,0.2,0.004,-3.6,-0.7,-4.3,-1.1,East
294,Jannero Pargo\pargoja01,PG,23,LAL,34,342,7.3,0.449,0.258,0.043,2.9,9.3,6.1,17.1,2.0,0.4,19.5,15.3,-0.2,0.2,0.1,0.006999999999999999,-3.6,-1.7,-5.3,-0.3,West
295,Smush Parker\parkesm01,PG,21,CLE,66,1103,11.3,0.523,0.349,0.349,2.9,9.3,6.0,24.7,2.2,0.8,25.4,20.6,-0.4,0.5,0.1,0.005,-2.1,-2.2,-4.4,-0.7,East
296,Tony Parker\parketo01,PG,20,SAS,82,2774,16.5,0.542,0.233,0.278,1.4,7.3,4.5,27.9,1.4,0.1,14.5,22.9,5.1,2.6,7.7,0.134,1.9,-1.7,0.3,1.6,West
297,Cherokee Parks\parksch02,PF,30,LAC,30,648,13.3,0.523,0.012,0.233,8.1,14.9,11.5,5.5,1.3,2.2,9.1,13.8,0.8,0.4,1.2,0.09,-1.3,0.0,-1.3,0.1,West
298,Ruben Patterson\patteru01,SF,27,POR,78,1655,14.5,0.53,0.039,0.426,8.8,10.5,9.6,10.2,2.4,1.3,16.0,20.4,1.4,1.8,3.2,0.09300000000000001,-0.6,0.5,-0.1,0.8,West
299,Gary Payton*\paytoga01,PG,34,TOT,80,3208,21.1,0.504,0.124,0.24,2.9,9.5,6.1,38.9,2.2,0.5,10.3,26.4,7.0,2.1,9.1,0.136,4.2,-1.0,3.2,4.2,NaN
299,Gary Payton*\paytoga01,PG,34,SEA,52,2123,21.4,0.495,0.115,0.23600000000000002,3.1,10.8,6.9,41.6,2.4,0.4,10.7,27.1,4.3,1.9,6.2,0.14,4.4,-0.1,4.3,3.4,West
299,Gary Payton*\paytoga01,PG,34,MIL,28,1085,20.5,0.523,0.14300000000000002,0.249,2.5,6.8,4.6,33.8,2.0,0.5,9.6,25.0,2.8,0.1,2.9,0.128,3.9,-2.9,1.0,0.8,East
300,Anthony Peeler\peelean01,SG,33,MIN,82,2245,11.0,0.499,0.348,0.08199999999999999,2.1,9.9,6.1,15.8,1.7,0.4,11.5,14.4,1.7,1.7,3.4,0.07200000000000001,0.0,-0.3,-0.4,0.9,West
301,Wesley Person\persowe01,SG,31,MEM,66,1941,13.5,0.565,0.384,0.161,1.4,9.6,5.6,9.3,1.1,0.7,8.0,16.2,3.1,0.2,3.3,0.08199999999999999,1.3,-1.6,-0.3,0.8,West
302,Morris Peterson\petermo01,SF,25,TOR,82,2949,12.6,0.488,0.321,0.23,3.6,10.7,7.0,11.1,1.6,0.8,9.8,20.3,2.1,1.1,3.2,0.052000000000000005,0.2,-1.3,-1.1,0.7,East
303,Eric Piatkowski\piatker01,SG,32,LAC,62,1360,16.0,0.601,0.451,0.27399999999999997,3.7,9.3,6.5,9.1,1.3,0.5,10.1,18.5,3.3,0.3,3.6,0.129,2.7,-2.5,0.2,0.8,West
304,Paul Pierce\piercpa01,SG,25,BOS,79,3096,22.7,0.532,0.24600000000000002,0.473,3.8,17.7,10.6,24.2,2.4,1.6,13.0,33.2,5.3,4.8,10.1,0.157,3.3,0.9,4.2,4.9,East
305,Scottie Pippen*\pippesc01,SF,37,POR,64,1911,15.3,0.52,0.223,0.248,3.6,14.0,8.8,24.3,3.0,1.0,19.9,20.0,1.2,2.6,3.8,0.095,0.3,1.6,2.0,1.9,West
306,Scot Pollard\pollasc01,C,27,SAC,23,325,14.6,0.49700000000000005,0.0,0.43700000000000006,16.0,18.8,17.5,2.7,2.0,3.1,12.6,16.1,0.4,0.6,1.0,0.15,-2.3,0.9,-1.4,0.0,West
